filename,width,height,class,xmin,ymin,xmax,ymax
gesture7_5_308.jpg,640,480,ok,444,223,551,362
6_1_10_rgb.jpg,1280,960,0,402,427,600,555
left - 028.jpg,640,480,left,270,260,519,406
gesture3_5_406.jpg,640,480,3,443,292,526,436
gesture2_1_64.jpg,640,480,2,461,209,588,401
1_2_8_rgb.jpg,1280,960,1,607,344,754,564
gesture0_1_374.jpg,640,480,0,432,225,573,346
4_1_7_rgb.jpg,1280,960,0,757,168,954,330
4-right-200111.jpg,1280,720,right,269,159,787,468
14_2_6_rgb.jpg,1280,960,1,592,285,741,554
gesture3_1_252.jpg,640,480,3,426,229,559,418
gesture2_5_413.jpg,640,480,2,420,108,528,269
4_5_9_rgb.jpg,1280,960,2,663,396,791,616
gesture6_4_222.jpg,640,480,ok,324,258,487,437
4-2-14-color.jpg,640,480,2,187,137,310,400
gesture7_4_234.jpg,640,480,ok,452,195,612,391
right - 105.jpeg,320,213,right,32,35,113,84
1-right-400131.jpg,1280,720,right,258,80,565,393
1-left-300131.jpg,1280,720,left,602,187,974,417
11_7_8_rgb.jpg,1280,960,cool,571,356,773,538
1-9-13-color.jpg,640,480,3,234,111,445,381
1-left-100191.jpg,1280,720,left,8,267,527,543
4-7-26-color.jpg,640,480,1,342,117,499,423
3-4-12-color.jpg,640,480,hold,329,93,525,322
left - 058.jpg,3088,2320,left,1296,265,2144,853
1-left-200261.jpg,1280,720,left,691,188,1203,445
right - 015.jpg,640,480,right,115,198,257,308
gesture6_4_94.jpg,640,480,ok,342,148,456,300
4-9-20-color.jpg,640,480,3,110,51,377,347
7_9_3_rgb.jpg,1280,960,5,603,371,876,590
13_2_10_rgb.jpg,1280,960,1,433,308,621,514
1-7-10-color.jpg,640,480,1,247,150,422,445
gesture4_1_169.jpg,640,480,4,392,169,560,354
A_P_hgr2B_id13_1.jpg,400,604,0,212,186,320,279
gesture6_4_164.jpg,640,480,ok,415,134,568,305
2-right-100181.jpg,1280,720,right,754,262,1205,537
4_2_9_rgb.jpg,1280,960,1,848,200,1024,485
5-right-100201.jpg,1280,720,right,251,184,558,395
5_7_6_rgb.jpg,1280,960,cool,599,319,832,503
4-4-12-color.jpg,640,480,hold,156,3,327,354
2-5-6-color.jpg,640,480,0,210,153,376,327
left - 125.jpg,1280,720,left,252,201,664,459
4-right-100271.jpg,1280,720,right,90,147,608,449
gesture4_1_288.jpg,640,480,4,377,205,528,411
4-5-6-color.jpg,640,480,0,188,79,313,241
gesture7_4_30.jpg,640,480,ok,318,259,450,441
5_9_5_rgb.jpg,1280,960,5,535,268,786,520
2-left-100121.jpg,1280,720,left,801,311,1199,576
gesture4_4_418.jpg,640,480,4,470,228,600,385
gesture4_5_142.jpg,640,480,4,330,236,441,371
4-right-100231.jpg,1280,720,right,215,145,754,555
gesture3_1_49.jpg,640,480,3,416,179,562,378
1-right-100251.jpg,1280,720,right,779,360,1133,598
3-9-8-color.jpg,640,480,3,269,60,406,292
right - 090.jpeg,320,213,right,183,84,261,124
left - 085.jpeg,320,213,left,200,19,274,59
1_A_hgr2B_id11_1.jpg,400,604,1,144,116,246,280
2_A_hgr2B_id17_1.jpg,400,604,2,145,122,234,273
3-5-15-color.jpg,640,480,0,302,146,433,278
4-left-100231.jpg,1280,720,left,145,152,635,416
5_2_1_rgb.jpg,1280,960,1,674,357,814,587
gesture4_4_528.jpg,640,480,4,376,268,517,421
Y_A_hgr2B_id14_1.jpg,400,604,cool,178,111,342,264
Y_A_hgr2B_id11_1.jpg,400,604,cool,127,163,290,305
gesture3_5_519.jpg,640,480,3,494,218,578,334
gesture4_1_203.jpg,640,480,4,365,216,512,403
5_7_3_rgb.jpg,1280,960,cool,670,304,890,478
6_1_7_rgb.jpg,1280,960,0,620,444,806,594
gesture1_5_217.jpg,640,480,1,397,253,489,421
1_9_4_rgb.jpg,1280,960,5,525,286,754,528
frame2_95.jpg,640,480,3,216,181,403,343
1_7_4_rgb.jpg,1280,960,cool,524,273,754,467
7_2_7_rgb.jpg,1280,960,1,617,399,770,618
gesture7_4_108.jpg,640,480,ok,397,175,540,368
gesture5_4_139.jpg,640,480,5,417,128,558,290
gesture6_1_83.jpg,640,480,ok,442,217,548,382
4-10-15-color.jpg,640,480,left,244,34,456,200
gesture7_1_83.jpg,640,480,ok,409,156,569,384
6_7_2_rgb.jpg,1280,960,cool,622,486,913,641
4-7-28-color.jpg,640,480,1,236,88,386,404
gesture6_4_239.jpg,640,480,ok,376,272,488,423
3_6_5_rgb.jpg,1280,960,3,467,400,680,662
1-right-100461.jpg,1280,720,right,665,381,1064,613
right - 048.jpg,3088,2320,right,1688,984,2596,1467
1-left-100291.jpg,1280,720,left,17,274,531,488
4-1-5-color.jpg,640,480,5,208,94,457,380
gesture7_3_208.jpg,640,480,ok,356,217,498,369
2_5_6_rgb.jpg,1280,960,2,651,430,796,700
9_5_5_rgb.jpg,1280,960,2,685,279,837,526
3_7_1_rgb.jpg,1280,960,cool,607,418,825,620
right - 103.jpeg,320,213,right,20,8,118,67
2-1-6-color.jpg,640,480,5,265,130,508,414
8_1_9_rgb.jpg,1280,960,0,622,513,766,667
gesture7_4_62.jpg,640,480,ok,323,119,463,284
3_2_2_rgb.jpg,1280,960,1,715,294,882,580
gesture4_2_171.jpg,640,480,4,489,119,626,283
1-left-400221.jpg,1280,720,left,29,166,501,499
3-4-26-color.jpg,640,480,hold,122,192,287,427
14_7_6_rgb.jpg,1280,960,cool,546,395,767,551
gesture8_5_288.jpg,640,480,cool,437,140,565,220
gesture2_1_224.jpg,640,480,2,409,155,568,380
4-10-28-color.jpg,640,480,left,262,184,469,317
gesture3_1_273.jpg,640,480,3,481,208,601,401
gesture2_1_210.jpg,640,480,2,416,173,571,381
gesture0_1_699.jpg,640,480,0,428,198,570,317
1_7_6_rgb.jpg,1280,960,cool,498,300,720,473
1-left-100261.jpg,1280,720,left,36,281,515,522
gesture1_5_342.jpg,640,480,1,301,289,398,464
gesture7_5_297.jpg,640,480,ok,446,199,559,332
4-9-2-color.jpg,640,480,3,193,108,373,364
4-right-200161.jpg,1280,720,right,304,166,788,429
4-right-100031.jpg,1280,720,right,15,118,587,597
2-left-100061.jpg,1280,720,left,820,300,1128,541
5-left-100151.jpg,1280,720,left,1,302,285,508
2-7-13-color.jpg,640,480,1,292,126,471,376
gesture5_1_117.jpg,640,480,5,326,189,554,452
right - 122.jpg,1280,720,right,434,158,839,434
gesture1_1_110.jpg,640,480,1,421,216,560,395
gesture0_1_743.jpg,640,480,0,431,198,564,309
gesture6_4_214.jpg,640,480,ok,343,244,482,424
2-2-26-color.jpg,640,480,2,216,249,373,452
Y_A_hgr2B_id09_1.jpg,400,604,cool,242,192,388,322
7_7_4_rgb.jpg,1280,960,cool,544,394,809,552
9_2_4_rgb.jpg,1280,960,1,623,333,791,590
2_5_10_rgb.jpg,1280,960,2,650,460,800,725
gesture2_5_218.jpg,640,480,2,353,191,466,344
gesture2_1_52.jpg,640,480,2,421,144,585,389
gesture1_1_184.jpg,640,480,1,439,181,580,421
gesture8_1_259.jpg,640,480,cool,391,208,516,384
gesture8_5_135.jpg,640,480,cool,382,204,512,305
left - 066.jpg,3088,2320,left,1320,370,2166,835
gesture8_1_269.jpg,640,480,cool,407,187,527,373
right - 142.jpg,1280,720,right,658,48,957,212
1-left-300151.jpg,1280,720,left,609,184,992,397
2-right-100187.jpg,1280,720,right,771,262,1222,555
1-5-2-color.jpg,640,480,0,182,113,363,303
1-right-400301.jpg,1280,720,right,177,128,588,411
8_9_10_rgb.jpg,1280,960,5,503,351,740,610
gesture4_2_182.jpg,640,480,4,483,178,625,329
gesture7_1_94.jpg,640,480,ok,398,148,554,352
2-10-1-color.jpg,640,480,right,234,135,479,297
1-8-26-color.jpg,640,480,4,327,170,553,461
gesture7_3_248.jpg,640,480,ok,388,199,506,351
right - 019.jpg,640,480,right,303,265,538,399
9_9_9_rgb.jpg,1280,960,5,615,310,906,588
4-10-4-color.jpg,640,480,left,224,116,477,271
1-5-21-color.jpg,640,480,0,289,67,519,280
8_1_8_rgb.jpg,1280,960,0,655,502,820,653
3-8-17-color.jpg,640,480,4,311,71,526,307
gesture6_1_484.jpg,640,480,ok,410,205,525,371
4_9_7_rgb.jpg,1280,960,5,599,295,869,530
left - 076.jpg,3088,2320,left,2242,779,3015,1243
gesture6_1_394.jpg,640,480,ok,377,224,505,396
5-right-100051.jpg,1280,720,right,219,188,527,363
4-left-200191.jpg,1280,720,left,1,65,584,542
gesture3_5_311.jpg,640,480,3,355,85,497,274
3-1-29-color.jpg,640,480,5,304,119,538,335
4-5-2-color.jpg,640,480,0,173,149,333,389
9_9_10_rgb.jpg,1280,960,5,596,317,881,583
gesture7_5_201.jpg,640,480,ok,366,219,481,364
4-8-17-color.jpg,640,480,4,306,91,503,357
2-7-21-color.jpg,640,480,1,242,112,382,355
gesture5_4_121.jpg,640,480,5,424,142,561,320
4-10-5-color.jpg,640,480,left,218,120,459,260
1-9-5-color.jpg,640,480,3,242,108,449,386
gesture7_4_181.jpg,640,480,ok,409,37,562,245
gesture8_3_55.jpg,640,480,cool,334,277,456,415
gesture5_4_193.jpg,640,480,5,390,191,528,379
2-2-6-color.jpg,640,480,2,117,193,337,434
14_2_2_rgb.jpg,1280,960,1,455,249,601,506
9_7_9_rgb.jpg,1280,960,cool,510,389,764,593
1-10-20-color.jpg,640,480,right,210,188,553,414
15-color.jpg,640,480,5,218,99,532,435
13_1_2_rgb.jpg,1280,960,0,693,459,855,588
9_5_2_rgb.jpg,1280,960,2,487,239,697,486
left - 096.jpeg,320,213,left,17,139,112,194
12-color.jpg,640,480,5,156,98,528,433
2-left-100352.jpg,1280,720,left,68,275,495,558
gesture8_4_43.jpg,640,480,cool,297,210,475,344
4_A_hgr2B_id17_1.jpg,400,604,4,124,125,231,265
21-color.jpg,640,480,5,184,169,417,416
gesture8_5_226.jpg,640,480,cool,412,262,532,349
gesture4_1_77.jpg,640,480,4,399,111,495,255
4-9-22-color.jpg,640,480,3,39,43,319,346
11_2_2_rgb.jpg,1280,960,1,513,367,649,609
2-right-100232.jpg,1280,720,right,771,185,1223,477
8_5_5_rgb.jpg,1280,960,2,541,538,716,759
right - 066.jpg,3088,2320,right,1537,567,2366,992
1-left-100281.jpg,1280,720,left,1,279,478,514
right - 063.jpg,3088,2320,right,1471,740,2315,1211
1_6_7_rgb.jpg,1280,960,3,574,318,779,582
gesture1_1_145.jpg,640,480,1,410,186,530,368
2-1-29-color.jpg,640,480,5,185,147,402,388
3-8-3-color.jpg,640,480,4,315,69,518,307
gesture0_1_768.jpg,640,480,0,382,242,519,361
left - 060.jpg,3088,2320,left,825,635,1503,1057
8_6_3_rgb.jpg,1280,960,3,572,402,741,644
4-left-100251.jpg,1280,720,left,166,150,671,446
4_1_1_rgb.jpg,1280,960,0,582,259,782,424
2-left-100244.jpg,1280,720,left,80,276,497,571
7_7_7_rgb.jpg,1280,960,cool,568,396,851,572
1-8-4-color.jpg,640,480,4,204,101,463,425
2-left-100250.jpg,1280,720,left,76,274,489,570
right - 127.jpg,1280,720,right,583,248,916,497
2_7_6_rgb.jpg,1280,960,cool,555,367,785,597
1-8-29-color.jpg,640,480,4,225,138,512,458
gesture6_1_322.jpg,640,480,ok,468,224,572,395
gesture5_1_37.jpg,640,480,5,420,128,611,339
4_A_hgr2B_id04_1.jpg,400,604,4,158,126,254,276
3-color.jpg,640,480,5,121,84,483,434
1-8-5-color.jpg,640,480,4,231,115,510,437
2_6_6_rgb.jpg,1280,960,3,621,410,782,689
11_6_2_rgb.jpg,1280,960,3,433,349,629,601
gesture8_3_374.jpg,640,480,cool,417,205,532,323
gesture4_4_501.jpg,640,480,4,391,180,540,364
gesture3_1_53.jpg,640,480,3,436,189,591,391
gesture6_4_282.jpg,640,480,ok,354,171,472,308
right - 020.jpg,640,480,right,272,137,516,271
gesture8_1_97.jpg,640,480,cool,332,133,515,343
4-8-2-color.jpg,640,480,4,156,68,332,357
gesture8_3_195.jpg,640,480,cool,387,191,524,304
7_5_7_rgb.jpg,1280,960,2,625,355,759,571
2-9-18-color.jpg,640,480,3,215,86,386,334
gesture7_1_147.jpg,640,480,ok,392,213,540,386
2-left-100109.jpg,1280,720,left,796,280,1202,571
3-9-4-color.jpg,640,480,3,202,38,388,285
gesture4_1_39.jpg,640,480,4,410,203,556,413
8_1_10_rgb.jpg,1280,960,0,685,508,848,660
11_6_5_rgb.jpg,1280,960,3,355,315,558,559
gesture7_4_171.jpg,640,480,ok,460,273,605,419
right - 054.jpg,3088,2320,right,881,496,1542,965
gesture5_3_233.jpg,640,480,5,410,197,542,342
1-right-100431.jpg,1280,720,right,658,388,1030,612
gesture7_1_205.jpg,640,480,ok,406,188,536,360
gesture6_1_212.jpg,640,480,right,423,208,604,354
1-7-1-color.jpg,640,480,1,224,151,429,443
gesture6_1_568.jpg,640,480,ok,378,171,507,341
1-10-11-color.jpg,640,480,right,226,171,475,322
right - 113.jpg,1280,720,right,712,5,1280,350
1-right-300281.jpg,1280,720,right,717,173,1150,449
2-7-19-color.jpg,640,480,1,227,89,358,342
gesture6_1_421.jpg,640,480,ok,347,208,472,376
2-left-100316.jpg,1280,720,left,101,263,505,562
left - 042.jpg,3088,2320,left,442,589,1296,1299
A_P_hgr2B_id07_1.jpg,400,604,0,99,179,226,273
1-8-15-color.jpg,640,480,4,226,123,482,450
1-left-200331.jpg,1280,720,left,671,193,1178,441
1-7-22-color.jpg,640,480,1,265,123,432,407
gesture4_1_220.jpg,640,480,4,404,188,528,368
gesture6_1_592.jpg,640,480,ok,384,220,517,408
2-right-100445.jpg,1280,720,right,133,352,484,570
4_A_hgr2B_id11_1.jpg,400,604,4,147,110,253,269
right - 002.jpg,640,480,right,70,147,275,288
1-left-300081.jpg,1280,720,left,615,174,1057,435
4-left-200171.jpg,1280,720,left,1,48,684,509
gesture6_5_587.jpg,640,480,ok,367,191,481,331
4-8-22-color.jpg,640,480,4,315,200,483,438
1-left-300121.jpg,1280,720,left,600,170,1050,395
gesture8_4_39.jpg,640,480,cool,281,240,475,383
left - 129.jpg,1280,720,left,425,118,749,283
gesture7_3_219.jpg,640,480,ok,346,233,481,383
4-8-9-color.jpg,640,480,4,225,68,425,358
3-2-7-color.jpg,640,480,2,142,86,315,337
13_9_10_rgb.jpg,1280,960,5,589,343,851,582
9_5_7_rgb.jpg,1280,960,2,515,295,699,540
3-10-29-color.jpg,640,480,right,202,72,388,204
6_9_4_rgb.jpg,1280,960,5,534,354,769,556
4-7-6-color.jpg,640,480,1,267,89,413,388
4-right-200241.jpg,1280,720,right,253,162,746,441
2_A_hgr2B_id16_1.jpg,400,604,2,150,110,242,265
2-8-30-color.jpg,640,480,4,227,130,408,408
2_6_10_rgb.jpg,1280,960,3,571,418,746,686
6_1_9_rgb.jpg,1280,960,0,578,408,757,535
gesture7_3_306.jpg,640,480,ok,376,180,497,333
2-left-100223.jpg,1280,720,left,175,282,588,567
3-7-28-color.jpg,640,480,1,188,172,327,387
2-right-100145.jpg,1280,720,right,739,254,1116,533
gesture2_1_104.jpg,640,480,2,382,184,539,391
4-right-200231.jpg,1280,720,right,307,174,761,459
gesture8_4_91.jpg,640,480,cool,383,139,527,270
gesture4_1_124.jpg,640,480,4,400,214,515,388
2_2_6_rgb.jpg,1280,960,1,636,386,786,633
4-5-16-color.jpg,640,480,0,237,127,394,346
1-left-200241.jpg,1280,720,left,724,195,1208,499
gesture6_4_75.jpg,640,480,ok,403,239,517,385
gesture6_4_44.jpg,640,480,ok,364,289,475,431
2-5-28-color.jpg,640,480,0,272,206,440,366
left - 018.jpg,640,480,left,152,138,380,273
1-left-400191.jpg,1280,720,left,60,196,486,491
4_A_hgr2B_id03_1.jpg,400,604,4,198,136,330,321
gesture8_1_256.jpg,640,480,cool,364,224,583,403
gesture8_1_168.jpg,640,480,cool,366,262,551,406
3_9_7_rgb.jpg,1280,960,5,700,348,999,641
3_5_5_rgb.jpg,1280,960,2,629,369,775,651
9_6_1_rgb.jpg,1280,960,3,565,286,752,537
2-left-100076.jpg,1280,720,left,808,305,1110,570
3-10-3-color.jpg,640,480,right,293,63,529,226
4-right-100221.jpg,1280,720,right,125,146,741,590
2-left-100328.jpg,1280,720,left,58,273,475,562
gesture3_1_206.jpg,640,480,3,391,129,560,391
gesture8_1_298.jpg,640,480,cool,393,162,516,360
1-left-100121.jpg,1280,720,left,29,269,549,519
right - 078.jpg,3088,2320,right,1866,753,2847,1284
1-4-4-color.jpg,640,480,hold,233,110,414,396
2-left-100073.jpg,1280,720,left,824,307,1134,553
1-right-400141.jpg,1280,720,right,215,38,581,376
1-2-15-color.jpg,640,480,2,255,144,418,430
4-right-100301.jpg,1280,720,right,109,156,615,413
14_9_6_rgb.jpg,1280,960,5,496,388,794,654
gesture7_4_199.jpg,640,480,ok,395,281,540,434
3-9-20-color.jpg,640,480,3,104,50,299,291
gesture4_1_244.jpg,640,480,4,393,187,547,395
3-7-18-color.jpg,640,480,1,107,50,259,320
left - 130.jpg,1280,720,left,313,62,604,227
3-5-2-color.jpg,640,480,0,216,141,364,295
right - 125.jpg,1280,720,right,646,42,1110,370
2-right-100226.jpg,1280,720,right,772,180,1185,472
4-right-200041.jpg,1280,720,right,243,148,779,451
2-7-14-color.jpg,640,480,1,239,111,384,368
gesture4_1_255.jpg,640,480,4,390,187,572,391
4-5-12-color.jpg,640,480,0,221,44,402,265
5_A_hgr2B_id17_1.jpg,400,604,5,131,119,278,260
gesture8_4_203.jpg,640,480,cool,326,243,525,395
gesture3_1_221.jpg,640,480,3,376,226,513,415
3-8-8-color.jpg,640,480,4,127,102,315,355
gesture6_1_68.jpg,640,480,ok,406,218,525,386
2_9_6_rgb.jpg,1280,960,5,572,365,813,683
5_A_hgr2B_id07_1.jpg,400,604,5,85,106,228,272
left - 086.jpeg,320,213,left,201,58,283,98
1-10-24-color.jpg,640,480,right,247,153,484,314
2-5-11-color.jpg,640,480,0,244,170,397,339
gesture6_4_153.jpg,640,480,ok,332,135,496,309
gesture7_4_84.jpg,640,480,ok,420,91,544,263
gesture6_1_113.jpg,640,480,ok,424,179,624,406
4-8-24-color.jpg,640,480,4,356,67,522,341
2-right-100355.jpg,1280,720,right,95,334,476,558
2-right-100349.jpg,1280,720,right,135,335,474,560
3_2_5_rgb.jpg,1280,960,1,675,286,798,557
8_1_3_rgb.jpg,1280,960,0,611,517,756,676
4-5-22-color.jpg,640,480,0,340,56,483,254
4-left-200311.jpg,1280,720,left,1,54,780,605
1_6_4_rgb.jpg,1280,960,3,577,308,758,582
3-5-13-color.jpg,640,480,0,326,54,455,201
5-left-100011.jpg,1280,720,left,1,301,301,506
8_6_1_rgb.jpg,1280,960,3,584,433,769,679
4_1_8_rgb.jpg,1280,960,0,594,113,800,275
gesture7_3_198.jpg,640,480,ok,359,227,498,376
1-2-25-color.jpg,640,480,2,314,162,499,445
gesture7_4_187.jpg,640,480,ok,417,293,564,445
3-8-22-color.jpg,640,480,4,102,68,296,326
2-left-100394.jpg,1280,720,left,63,249,495,537
gesture7_4_103.jpg,640,480,ok,434,106,565,263
3-2-6-color.jpg,640,480,2,247,89,382,336
11_7_10_rgb.jpg,1280,960,cool,474,323,667,493
6_1_5_rgb.jpg,1280,960,0,558,486,756,636
4-8-6-color.jpg,640,480,4,242,136,401,420
2_5_2_rgb.jpg,1280,960,2,609,396,757,661
4_9_10_rgb.jpg,1280,960,5,548,515,772,691
12_9_3_rgb.jpg,1280,960,5,597,289,874,544
4-right-200011.jpg,1280,720,right,336,169,810,488
14_2_1_rgb.jpg,1280,960,1,503,255,667,510
1-left-200231.jpg,1280,720,left,688,190,1177,444
gesture7_4_167.jpg,640,480,ok,467,250,604,401
4-left-100021.jpg,1280,720,left,116,153,606,452
3_6_8_rgb.jpg,1280,960,3,707,414,903,666
gesture8_3_447.jpg,640,480,cool,437,187,554,315
2-right-100082.jpg,1280,720,right,789,281,1219,543
4-right-200221.jpg,1280,720,right,306,174,748,445
12_5_8_rgb.jpg,1280,960,2,540,301,706,537
gesture6_1_313.jpg,640,480,ok,461,193,574,373
gesture0_5_254.jpg,640,480,0,355,229,455,338
gesture1_1_216.jpg,640,480,1,395,205,544,355
2-right-100205.jpg,1280,720,right,782,269,1193,534
3-10-12-color.jpg,640,480,right,216,141,421,294
2-left-100175.jpg,1280,720,left,845,334,1167,591
2-9-21-color.jpg,640,480,3,241,74,424,343
5-right-100031.jpg,1280,720,right,272,156,556,351
gesture8_3_304.jpg,640,480,cool,392,144,511,268
1-2-11-color.jpg,640,480,2,273,137,509,434
13_9_4_rgb.jpg,1280,960,5,513,426,778,625
gesture8_3_295.jpg,640,480,cool,393,126,508,254
right - 058.jpg,3088,2320,right,842,1453,1576,1914
1-right-300101.jpg,1280,720,right,723,124,1234,438
1-7-7-color.jpg,640,480,1,239,116,429,417
1-right-400181.jpg,1280,720,right,164,98,536,459
8_5_4_rgb.jpg,1280,960,2,675,536,841,780
1-left-200121.jpg,1280,720,left,697,178,1229,443
26-color.jpg,640,480,5,146,148,428,381
gesture3_1_177.jpg,640,480,3,441,200,547,394
gesture6_1_164.jpg,640,480,ok,478,215,585,387
9_1_3_rgb.jpg,1280,960,0,548,198,747,349
4-8-28-color.jpg,640,480,4,399,119,561,361
3-5-1-color.jpg,640,480,0,326,172,472,319
2_9_10_rgb.jpg,1280,960,5,489,430,746,690
3-9-9-color.jpg,640,480,3,318,127,468,347
8_2_6_rgb.jpg,1280,960,1,648,482,809,712
7_9_10_rgb.jpg,1280,960,5,465,302,749,551
5-right-100231.jpg,1280,720,right,250,184,569,388
1-10-4-color.jpg,640,480,right,172,181,448,381
2-right-100358.jpg,1280,720,right,83,313,494,562
gesture6_1_244.jpg,640,480,ok,389,159,499,340
4-4-19-color.jpg,640,480,hold,233,56,381,341
2-9-20-color.jpg,640,480,3,242,111,456,405
gesture3_5_344.jpg,640,480,3,386,184,490,338
6_A_hgr2B_id13_1.jpg,400,604,3,148,133,256,279
right - 034.jpg,640,480,right,332,55,588,200
gesture4_4_521.jpg,640,480,4,353,261,496,422
5_6_3_rgb.jpg,1280,960,3,622,290,799,552
gesture6_1_151.jpg,640,480,ok,444,164,622,351
2-left-100154.jpg,1280,720,left,817,348,1160,585
gesture6_1_89.jpg,640,480,ok,359,189,515,418
gesture8_5_239.jpg,640,480,cool,393,224,518,306
4-2-22-color.jpg,640,480,2,200,17,389,374
1_9_7_rgb.jpg,1280,960,5,540,249,799,530
1-left-400091.jpg,1280,720,left,1,176,498,478
1-left-400291.jpg,1280,720,left,30,169,555,497
gesture0_5_235.jpg,640,480,0,362,219,463,322
2-left-100385.jpg,1280,720,left,69,296,495,558
right - 026.jpg,640,480,right,413,207,628,322
4-5-27-color.jpg,640,480,0,258,94,391,269
4-1-17-color.jpg,640,480,5,252,1,593,377
